MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,years_to_2024,AdjustedSalePrice,TotalSQFT,TotalBaths
50,RL,66.0,21780,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,7,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0.0,Unf,0.0,1163.0,1163.0,GasA,Ex,Y,SBrkr,1163,511,0,1674,0.0,0.0,2,0,4,1,TA,8,Typ,1,Gd,Detchd,1955.0,Fin,2.0,396.0,TA,TA,N,72,36,0,0,144,0,NoPool,NoFence,None,0,7,2008,WD ,Normal,185000,16,277080.794899359,2837.0,2.0
70,RL,120.0,13728,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,626.0,Unf,0.0,501.0,1127.0,GasA,Ex,Y,SBrkr,1236,872,0,2108,0.0,0.0,2,0,4,1,Gd,7,Typ,2,TA,Basment,1935.0,Unf,2.0,540.0,TA,TA,Y,0,0,0,0,90,0,NoPool,NoFence,None,0,7,2008,WD ,Normal,235000,16,351967.49622351007,3235.0,2.0
20,RL,68.0,9571,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,870.0,Unf,0.0,639.0,1509.0,GasA,TA,Y,FuseA,1509,0,0,1509,1.0,0.0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1956.0,Unf,1.0,322.0,TA,TA,Y,158,0,0,0,576,0,NoPool,MnPrv,None,0,7,2008,WD ,Normal,159900,16,239487.67083463512,3018.0,2.0
90,RL,50.0,9350,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,864.0,Unf,0.0,0.0,864.0,GasA,Fa,N,SBrkr,864,0,0,864,1.0,0.0,1,0,2,1,TA,4,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,4,2008,WD ,Normal,99600,16,149174.30903770894,1728.0,2.0
60,RL,50.0,9360,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,8,1962,2001,Gable,CompShg,VinylSd,VinylSd,BrkCmn,216.0,Gd,TA,CBlock,TA,TA,No,Rec,324.0,Unf,0.0,297.0,621.0,GasA,TA,Y,SBrkr,621,648,0,1269,0.0,0.0,1,1,3,1,TA,7,Typ,0,None,Detchd,1962.0,Unf,1.0,280.0,TA,TA,Y,0,236,0,0,0,0,NoPool,GdWo,None,0,11,2008,WD ,Normal,134500,16,201445.22656196638,1890.0,1.5
50,RL,50.0,8405,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Gd,No,Rec,241.0,BLQ,391.0,229.0,861.0,GasA,Ex,Y,SBrkr,961,406,0,1367,1.0,0.0,1,0,4,1,TA,7,Typ,0,None,Detchd,1978.0,Unf,1.0,384.0,TA,TA,Y,0,130,112,0,0,0,NoPool,MnPrv,None,0,4,2008,WD ,Normal,119000,16,178230.34915147955,2228.0,2.0
190,RL,70.0,7000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,2Story,5,7,1910,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,969.0,Unf,0.0,148.0,1117.0,GasA,TA,Y,SBrkr,820,527,0,1347,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,None,0.0,None,0.0,0.0,None,None,N,85,0,148,0,0,0,NoPool,NoFence,None,0,1,2008,WD ,Normal,107500,16,161006.40784692482,2464.0,2.0
190,RL,68.0,10880,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1040.0,Unf,0.0,124.0,1164.0,GasW,TA,N,SBrkr,1164,0,0,1164,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1950.0,Unf,1.0,240.0,TA,TA,Y,0,48,0,0,0,0,NoPool,NoFence,None,0,8,2008,ConLD,Normal,125000,16,187216.75331037768,2328.0,2.0
50,RL,60.0,9600,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,572.0,572.0,Grav,Fa,N,FuseF,572,524,0,1096,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,None,0.0,None,0.0,0.0,None,None,N,0,8,128,0,0,0,NoPool,NoFence,None,0,4,2008,WD ,Normal,79000,16,118320.98809215869,1668.0,1.0
50,RL,60.0,9084,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,Mn,LwQ,236.0,Rec,380.0,0.0,616.0,GasA,TA,N,SBrkr,616,495,0,1111,0.0,1.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1941.0,Unf,1.0,200.0,TA,Fa,Y,48,0,0,0,0,0,NoPool,NoFence,None,0,3,2008,ConLw,Normal,95000,16,142284.73251588704,1727.0,1.5
60,RL,86.0,11839,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,PConc,Gd,TA,No,GLQ,1085.0,Unf,0.0,390.0,1475.0,GasA,Ex,Y,SBrkr,1532,797,0,2329,1.0,0.0,2,1,4,1,Gd,10,Typ,1,Ex,Attchd,1990.0,Unf,2.0,514.0,TA,TA,Y,192,121,0,0,0,0,NoPool,NoFence,None,0,5,2008,WD ,Normal,262280,16,392825.68046596687,3804.0,3.5
60,RL,70.0,9771,Pave,NoAlley,IR3,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1995,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,190.0,Gd,TA,PConc,Gd,TA,No,LwQ,779.0,Unf,0.0,298.0,1077.0,GasA,Ex,Y,SBrkr,1093,1721,0,2814,0.0,1.0,2,1,4,1,Gd,9,Typ,1,TA,BuiltIn,1995.0,Fin,2.0,614.0,TA,TA,Y,48,32,0,0,216,0,NoPool,GdPrv,None,0,6,2008,WD ,Normal,260000,16,389410.8468855856,3891.0,3.0
20,RL,80.0,9938,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,251.0,Gd,TA,PConc,Gd,TA,No,GLQ,1271.0,Unf,0.0,331.0,1602.0,GasA,Ex,Y,SBrkr,1626,0,0,1626,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994.0,RFn,2.0,534.0,TA,TA,Y,424,40,0,0,0,0,NoPool,NoFence,None,0,4,2008,WD ,Normal,226500,16,339236.75699840434,3228.0,3.5
60,RL,70.0,14171,Pave,NoAlley,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,355.0,Unf,0.0,457.0,812.0,GasA,Ex,Y,SBrkr,1101,1099,0,2200,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,2.0,453.0,TA,TA,Y,168,98,0,0,0,0,NoPool,NoFence,None,0,12,2008,WD ,Normal,225000,16,336990.15595867985,3012.0,2.5
80,RL,85.0,10541,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,1302,735,0,2037,0.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1996.0,Fin,2.0,472.0,TA,TA,Y,100,33,0,0,0,0,NoPool,NoFence,None,0,2,2008,WD ,Normal,229000,16,342981.0920646119,2709.0,2.5
20,RL,65.0,9345,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,156.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1615.0,1615.0,GasA,Ex,Y,SBrkr,1615,0,0,1615,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3.0,864.0,TA,TA,Y,168,30,0,0,0,0,NoPool,NoFence,None,0,5,2008,WD ,Normal,248500,16,372186.9055810308,3230.0,2.0
60,RL,59.0,11228,Pave,NoAlley,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,50.0,GLQ,531.0,499.0,1080.0,GasA,Ex,Y,SBrkr,1080,1017,0,2097,0.0,1.0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993.0,Unf,3.0,678.0,TA,TA,Y,196,187,0,0,0,0,NoPool,NoFence,None,0,12,2008,WD ,Normal,228000,16,341483.3580381289,3177.0,3.0
80,RL,70.0,11454,Pave,NoAlley,IR2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,770.0,Unf,0.0,631.0,1401.0,GasA,Ex,Y,SBrkr,1511,0,0,1511,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1995.0,Fin,3.0,811.0,TA,TA,Y,168,42,0,0,0,0,NoPool,NoFence,None,0,2,2008,WD ,Normal,225000,16,336990.15595867985,2912.0,3.0
20,RL,81.0,11500,Pave,NoAlley,IR1,Bnk,AllPub,CulDSac,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,6,1966,1966,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,LwQ,262.0,ALQ,723.0,197.0,1182.0,GasA,Ex,Y,SBrkr,1643,0,0,1643,1.0,0.0,2,0,2,1,TA,6,Typ,1,Gd,Attchd,1966.0,Unf,2.0,438.0,TA,TA,Y,339,0,0,0,0,0,NoPool,NoFence,None,0,3,2008,WD ,Normal,195000,16,292058.1351641892,2825.0,3.0
60,RL,79.0,12798,Pave,NoAlley,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,462.0,Unf,0.0,154.0,616.0,GasA,Gd,Y,SBrkr,616,1072,0,1688,1.0,0.0,2,1,4,1,Gd,8,Typ,0,None,Attchd,1997.0,RFn,2.0,603.0,TA,TA,Y,403,114,185,0,0,0,NoPool,NoFence,Shed,400,5,2008,WD ,Normal,200000,16,299546.8052966043,2304.0,3.5
20,RL,65.0,9750,Pave,NoAlley,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,722.0,Unf,0.0,268.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1997.0,Unf,2.0,528.0,TA,TA,Y,168,0,0,0,0,0,NoPool,NoFence,None,0,8,2008,WD ,Normal,155000,16,232148.77410486832,1980.0,2.0
20,RL,75.0,9525,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1099.0,1099.0,GasA,Ex,Y,SBrkr,1099,0,0,1099,0.0,0.0,1,1,3,1,Gd,6,Typ,0,None,Attchd,1999.0,Unf,1.0,352.0,TA,TA,Y,278,0,0,0,0,0,NoPool,NoFence,None,0,6,2008,WD ,Normal,144000,16,215673.69981355508,2198.0,1.5
20,RL,57.0,9245,Pave,NoAlley,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,686.0,Unf,0.0,304.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,990,0.0,1.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1996.0,Unf,2.0,672.0,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,2,2008,WD ,Normal,145000,16,217171.4338400381,1980.0,1.5
20,RL,70.0,8696,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1308.0,Unf,0.0,110.0,1418.0,GasA,Ex,Y,SBrkr,1418,0,0,1418,1.0,0.0,2,0,3,1,Gd,5,Typ,1,TA,Attchd,1997.0,RFn,2.0,558.0,TA,TA,Y,208,110,0,0,0,0,NoPool,NoFence,None,0,5,2008,WD ,Normal,226001,16,338489.38771918934,2836.0,3.0
60,RL,70.0,13142,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,128.0,TA,TA,PConc,Gd,TA,No,GLQ,688.0,Unf,0.0,176.0,864.0,GasA,Ex,Y,SBrkr,872,899,0,1771,1.0,0.0,2,1,3,1,Gd,6,Typ,0,None,Attchd,1997.0,RFn,2.0,600.0,TA,TA,Y,0,96,0,0,0,0,NoPool,NoFence,None,0,7,2008,WD ,Normal,215700,16,323061.2295123877,2635.0,3.5
60,RL,68.0,8998,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,527.0,Unf,0.0,255.0,782.0,GasA,Ex,Y,SBrkr,782,870,0,1652,0.0,0.0,2,1,3,1,Gd,6,Typ,0,None,Attchd,2000.0,RFn,2.0,532.0,TA,TA,Y,0,70,0,0,0,0,NoPool,NoFence,None,0,6,2008,WD ,Normal,207500,16,310779.81049522694,2434.0,2.5
60,RL,57.0,8924,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,880.0,880.0,GasA,Ex,Y,SBrkr,880,844,0,1724,0.0,0.0,2,1,3,1,Gd,8,Typ,0,None,Attchd,1998.0,Fin,2.0,527.0,TA,TA,Y,120,155,0,0,0,0,NoPool,NoFence,None,0,7,2008,WD ,Normal,188000,16,281573.996978808,2604.0,2.5
20,RL,93.0,9382,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1468.0,1468.0,GasA,Ex,Y,SBrkr,1479,0,0,1479,0.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1999.0,RFn,2.0,577.0,TA,TA,Y,120,25,0,0,0,0,NoPool,NoFence,None,0,7,2008,WD ,Normal,191000,16,286067.1990582571,2947.0,2.0
20,RL,88.0,12803,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,99.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,922.0,Unf,0.0,572.0,1494.0,GasA,Ex,Y,SBrkr,1494,0,0,1494,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2002.0,RFn,2.0,530.0,TA,TA,Y,192,36,0,0,0,0,NoPool,NoFence,None,0,9,2008,WD ,Normal,221000,16,330999.21985274774,2988.0,3.0
60,RL,80.0,12435,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,Gd,TA,PConc,Gd,TA,No,GLQ,361.0,Unf,0.0,602.0,963.0,GasA,Ex,Y,SBrkr,963,829,0,1792,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2001.0,RFn,2.0,564.0,TA,TA,Y,0,96,0,245,0,0,NoPool,NoFence,None,0,5,2008,WD ,Normal,231500,16,346725.4271308195,2755.0,2.5
60,RL,75.0,12192,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,663.0,Unf,0.0,265.0,928.0,GasA,Ex,Y,SBrkr,928,895,0,1823,1.0,0.0,2,1,3,1,Gd,6,Typ,0,None,Attchd,2000.0,RFn,2.0,626.0,TA,TA,Y,192,36,0,0,0,0,NoPool,NoFence,Shed,4500,5,2008,WD ,Normal,235000,16,351967.49622351007,2751.0,3.5
60,RL,68.0,11250,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,162.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,486.0,Unf,0.0,434.0,920.0,GasA,Ex,Y,SBrkr,920,866,0,1786,1.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2.0,608.0,TA,TA,Y,0,42,0,0,0,0,NoPool,NoFence,None,0,9,2008,WD ,Normal,223500,16,334743.5549189553,2706.0,3.5
20,RL,70.0,9200,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,280.0,BLQ,491.0,167.0,938.0,GasA,TA,Y,SBrkr,938,0,0,938,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1977.0,Unf,1.0,308.0,TA,TA,Y,145,0,0,0,0,0,NoPool,MnPrv,None,0,7,2008,WD ,Normal,130250,16,195079.85694941354,1876.0,2.0
80,RL,65.0,8385,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,8,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,Gd,TA,CBlock,Gd,Gd,Av,GLQ,595.0,Unf,0.0,390.0,985.0,GasA,TA,Y,SBrkr,985,0,0,985,0.0,0.0,2,0,3,1,TA,6,Typ,0,None,Attchd,1977.0,Unf,1.0,328.0,TA,TA,Y,210,0,0,0,0,0,NoPool,NoFence,None,0,11,2008,WD ,Normal,149900,16,224510.3305698049,1970.0,2.0
20,RL,70.0,12250,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,781.0,Unf,0.0,83.0,864.0,GasA,Ex,Y,SBrkr,1174,0,0,1174,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,1978.0,Unf,2.0,528.0,TA,TA,Y,211,0,280,0,0,0,NoPool,NoFence,None,0,5,2008,WD ,Normal,158000,16,236641.97618431738,2038.0,2.0
80,RL,70.0,10970,Pave,NoAlley,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505.0,LwQ,435.0,0.0,940.0,GasA,TA,Y,SBrkr,1026,0,0,1026,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1981.0,Unf,2.0,576.0,TA,Fa,Y,0,0,34,0,0,0,NoPool,MnPrv,None,0,10,2008,WD ,Normal,147000,16,220166.90189300416,1966.0,2.0
20,RL,40.0,14330,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,2001,Gable,CompShg,Plywood,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,88.0,ALQ,596.0,180.0,864.0,GasA,TA,Y,SBrkr,1558,0,0,1558,1.0,0.0,2,0,2,1,TA,5,Min2,0,None,Attchd,1975.0,Fin,2.0,440.0,TA,TA,Y,140,0,239,0,227,0,NoPool,NoFence,None,0,8,2008,WD ,Normal,163000,16,244130.64631673248,2422.0,3.0
20,RL,88.0,7990,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,924.0,924.0,GasA,TA,Y,SBrkr,924,0,0,924,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1981.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,NoPool,MnPrv,None,0,4,2008,WD ,Normal,110000,16,164750.74291313236,1848.0,1.0
20,RL,60.0,7180,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,390.0,Unf,0.0,474.0,864.0,GasA,TA,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1989.0,Unf,1.0,352.0,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,5,2008,WD ,Normal,127000,16,190212.22136334373,1728.0,1.0
20,RL,60.0,7200,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632.0,Unf,0.0,148.0,780.0,GasA,Ex,Y,SBrkr,780,0,0,780,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1973.0,Unf,1.0,352.0,TA,TA,Y,196,0,0,0,0,0,NoPool,MnPrv,None,0,1,2008,WD ,Normal,124900,16,187066.97990772937,1560.0,1.0
20,RL,75.0,9742,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,281.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1777.0,1777.0,GasA,Ex,Y,SBrkr,1795,0,0,1795,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2.0,534.0,TA,TA,Y,171,159,0,0,0,0,NoPool,NoFence,None,0,9,2008,WD ,Normal,230000,16,344478.82609109493,3572.0,2.0
60,RL,70.0,10316,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,735.0,Unf,0.0,257.0,992.0,GasA,Ex,Y,SBrkr,992,873,0,1865,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000.0,RFn,3.0,839.0,TA,TA,Y,0,184,0,0,0,0,NoPool,NoFence,None,0,6,2008,WD ,Normal,235000,16,351967.49622351007,2857.0,3.5
60,RL,70.0,10400,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1257.0,1257.0,GasA,Ex,Y,SBrkr,1290,871,0,2161,0.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,2001.0,RFn,2.0,570.0,TA,TA,Y,0,84,0,0,0,0,NoPool,NoFence,None,0,6,2008,WD ,Normal,230500,16,345227.69310433645,3418.0,2.5
60,RL,73.0,9066,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,668.0,Unf,0.0,336.0,1004.0,GasA,Ex,Y,SBrkr,1004,848,0,1852,0.0,0.0,2,1,3,1,Gd,7,Typ,2,TA,Attchd,1999.0,Fin,3.0,660.0,TA,TA,Y,224,106,0,0,0,0,NoPool,GdPrv,None,0,12,2008,WD ,Normal,230000,16,344478.82609109493,2856.0,2.5
